F1,F3,F4,F5,F8,F9,F10,F11,F12,F13,EXPOSURE,Predicted_number_of_claims
P,6,0,2,H1,S5,M2,L2,D,1,1,0
P,3,8,2,H2,S5,M3,L3,D,0,1,0
P,4,10,2,H2,S5,M3,L2,D,2,1,0
F,3,14,2,C,S1,M1,L1,D,0,1,0
F,10,8,2,H1,S1,M3,L2,D,1,1,0
P,4,10,2,M1,S5,M1,L3,D,0,0.45,0
F,5,2,2,H2,S1,M2,L2,D,2,1,0
F,7,8,2,M2,S3,M1,L2,E,0,1,0
P,7,2,2,H1,S2,M2,L3,D,0,0.59,0
P,1,10,2,M1,S1,M2,L1,D,0,1,0
F,3,0,2,M2,S1,M1,L2,E,3,1,0
F,5,8,2,H1,S1,M3,L2,B,0,1,0
F,10,4,2,H2,S1,M2,L3,D,0,1,0
P,1,2,2,H1,S1,M3,L3,D,2,0.56,0
F,2,0,2,H2,S2,M3,L3,D,5,1,0
F,1,2,2,H1,S2,M3,L4,D,3,1,0
F,4,10,2,M2,S1,M1,L2,E,0,1,0
F,6,8,2,M2,S2,M1,L2,B,0,1,0
F,6,14,2,M1,S0,M0,L2,B,0,1,0
F,2,2,2,M1,S2,M1,L2,B,1,26,1
F,3,6,2,M2,S1,M2,L2,D,0,146.86,4
F,9,6,2,M1,S1,M1,L2,D,0,101.8,4
F,7,8,2,M1,S1,M1,L2,D,0,113.93,3
F,1,2,2,H2,S2,M3,L2,D,2,31.52,1
F,12,10,2,M1,S2,M1,L2,D,0,49.87,3
F,14,8,2,M1,S2,M1,L1,D,0,9.58,0
F,1,8,2,M2,S2,M2,L1,B,0,60.9,1
F,7,8,2,M1,S1,M1,L1,B,0,67.08,2
F,1,2,2,M2,S2,M1,L2,B,1,9.6,0
F,11,4,2,M2,S1,M2,L2,D,0,39.93,1
F,4,0,2,M2,S1,M1,L3,D,2,2,0
F,9,0,2,M2,S2,M1,L2,D,0,2,0
F,13,20,2,M1,S2,M0,L1,B,0,1,0
F,2,10,2,C,S2,M2,L1,B,0,2,0
F,1,20,2,M1,S3,M1,L4,B,0,17.7,1
P,2,4,3,M2,S5,M1,L2,D,0,1,0
F,14,10,3,H1,S2,M2,L2,D,0,0.81,0
F,11,20,3,M1,S2,M0,L1,B,0,1.83,0
F,1,6,2,M1,S2,M2,L2,B,1,20.11,0
F,2,4,2,C,S2,M1,L1,B,0,6.41,0
P,2,0,2,H2,S5,M3,L2,D,0,1,0
F,14,4,3,M2,S5,M2,L3,D,0,0.36,0
P,3,0,2,M2,S1,M1,L1,D,0,4.68,0
F,5,20,2,C,S3,M1,L1,B,0,8,0
F,2,2,2,H2,S2,M2,L2,D,3,1,0
P,10,0,2,M1,S1,M2,L2,B,1,2,0
F,1,20,3,M2,S1,M2,L1,B,0,1,0
F,5,6,2,H1,S2,M2,L1,D,0,2,0
F,1,20,2,C,S3,M0,L2,D,0,24.34,1
F,12,6,2,M1,S5,M1,L2,B,0,1.51,0
F,2,14,2,M1,S1,M2,L2,B,0,27.16,1
F,5,6,2,M2,S1,M1,L2,D,0,32.42,1
F,2,6,3,H1,S1,M2,L2,D,0,2,0
F,7,0,2,M1,S1,M2,L2,D,0,3,0
F,10,0,2,H1,S3,M3,L1,B,3,1,0
P,9,8,2,M2,S1,M2,L2,B,0,1,0
F,11,10,2,H1,S0,M2,L1,D,1,2,0
P,1,2,2,M1,S1,M2,L2,B,0,13.63,0
F,15,14,2,M1,S3,M1,L2,B,0,5,1
P,2,0,2,M2,S2,M1,L2,D,2,1,0
F,10,6,2,H2,S2,M3,L1,B,0,0.53,0
F,9,0,2,M2,S3,M1,L1,E,0,2.79,0
P,5,2,2,M1,S1,M3,L2,B,0,1,0
F,14,2,2,M1,S3,M1,L3,D,1,0.45,0
P,2,2,2,M1,S5,M1,L2,B,2,2,0
P,12,20,2,M2,S1,M3,L1,B,0,0.41,0
F,11,6,2,C,S2,M1,L2,B,0,4,0
F,2,0,2,M2,S1,M1,L2,D,0,6.37,0
F,2,2,2,M1,S2,M2,L2,D,3,1,0
F,11,2,2,M2,S0,M3,L2,B,0,0.79,0
F,10,20,2,C,S1,M1,L1,B,0,14.12,0
F,4,4,2,H1,S1,M2,L2,D,2,3.93,0
P,1,2,2,H2,S2,M3,L3,D,2,1,0
P,12,6,3,M2,S1,M1,L3,D,0,1,0
F,2,0,2,M2,S1,M1,L2,D,2,6,0
F,4,0,2,M1,S1,M1,L2,D,0,20.75,1
F,12,14,2,H1,S2,M2,L2,D,0,1,0
F,11,14,3,M1,S1,M1,L1,D,0,3.8,0
F,2,2,2,C,S3,M0,L1,B,1,1,0
F,8,14,3,M2,S1,M2,L1,D,0,0.39,0
P,1,6,2,M2,S3,M2,L2,D,0,2.1,0
P,12,0,2,M1,S5,M2,L1,B,2,0.52,0
F,15,14,2,C,S3,M1,L1,B,0,1.75,0
F,1,8,2,H1,S2,M1,L1,D,0,1,0
F,10,20,2,C,S1,M1,L4,B,0,1,0
F,13,20,1,C,S2,M3,L1,B,0,2.84,0
P,2,0,2,M1,S2,M2,L2,B,0,2,0
F,7,14,2,M1,S5,M2,L1,B,1,1,0
F,8,14,2,M2,S1,M2,L1,D,1,2.29,0
F,1,4,2,C,S2,M0,L3,B,0,1,0
F,2,14,2,M2,S1,M2,L3,B,1,1,0
F,11,2,2,M2,S2,M2,L2,B,0,1.87,0
F,3,0,2,H2,S3,M2,L2,D,3,0.66,0
F,8,20,3,M2,S1,M2,L3,D,0,1,0
F,6,14,2,H1,S2,M2,L2,D,0,3.27,0
F,1,10,2,H2,S1,M2,L3,D,0,1,0
F,1,14,3,C,S2,M2,L2,D,0,0.53,0
P,4,10,2,M2,S3,M2,L1,D,0,1,0
F,14,8,2,M2,S1,M2,L3,D,1,0.24,0
F,1,2,2,H2,S5,M3,L3,D,2,2,0
F,1,2,3,M2,S5,M1,L2,D,0,3.67,0
P,1,2,2,H1,S2,M2,L3,D,2,1,0
F,9,10,2,M1,S2,M1,L3,D,0,4.19,0
F,14,6,2,M1,S1,M2,L3,B,0,0.92,0
F,2,10,3,M1,S2,M2,L1,B,0,2,0
F,9,10,3,H1,S3,M2,L2,D,0,2,0
P,5,0,2,M1,S5,M1,L1,B,1,1,0
F,1,0,2,H2,S2,M2,L2,D,3,2.11,0
F,3,4,2,M1,S1,M0,L1,D,0,1.45,0
F,9,2,2,M2,S3,M2,L2,D,0,1.11,0
F,4,10,2,H1,S2,M3,L1,D,1,1,0
F,4,10,2,M2,S2,M3,L1,D,0,3,0
F,1,14,1,M2,S2,M3,L2,B,0,1.33,0
F,14,14,2,H2,S0,M3,L2,D,1,0.64,0
F,9,20,2,M1,S0,M1,L1,B,0,2,0
P,12,2,2,M2,S5,M2,L2,D,3,2,0
F,3,10,2,M2,S2,M3,L2,D,2,1,0
F,5,0,2,H1,S5,M2,L2,D,1,1,0
P,7,4,3,M2,S5,M2,L1,D,0,1,0
F,8,10,2,M1,S1,M2,L1,B,1,1,0
F,11,6,2,M1,S0,M2,L2,D,2,0.49,0
F,8,8,2,M1,S0,M1,L1,D,0,1,0
F,12,14,2,H2,S0,M3,L2,B,0,1,0
F,1,4,2,M2,S2,M1,L2,D,4,1.21,0
P,8,0,2,M1,S2,M1,L1,D,1,1,0
F,10,6,2,M2,S2,M1,L2,D,1,3,0
F,1,6,2,M2,S1,M3,L3,B,0,1,0
F,13,10,3,M1,S1,M1,L3,D,0,1,0
P,14,4,2,H1,S1,M2,L2,D,0,1,0
F,3,0,2,M2,S3,M2,L1,B,3,1.75,0
F,5,0,2,M1,S2,M1,L2,B,3,1,0
F,3,4,2,M2,S3,M2,L2,B,0,1.76,0
F,6,14,2,C,S1,M1,L2,D,0,1,0
F,13,20,2,C,S5,M0,L2,B,0,1,0
F,4,4,2,H1,S2,M1,L1,D,1,1,0
P,13,2,2,M2,S5,M1,L2,D,1,1,0
F,9,8,3,M1,S2,M2,L1,B,0,0.4,0
F,12,14,2,M1,S1,M0,L4,D,0,1,0
F,14,6,1,M2,S1,M2,L2,D,0,0.93,0
P,2,4,2,M1,S3,M2,L2,B,0,1,0
F,11,8,2,C,S1,M0,L4,B,0,1,0
F,10,8,2,C,S3,M1,L1,B,0,1,0
P,2,0,3,M2,S2,M2,L1,D,0,1,0
F,1,2,2,M2,S2,M1,L3,E,1,1,0
F,3,10,2,M1,S3,M2,L3,B,0,1,0
F,14,2,3,M2,S5,M2,L3,D,0,0.09,0
F,4,14,3,M2,S5,M2,L1,D,0,1,0
P,13,10,2,M1,S5,M1,L2,B,1,0.47,0
P,14,0,2,M1,S0,M1,L1,B,2,1,0
F,6,4,1,M1,S2,M1,L1,E,0,1,0
P,10,0,2,M1,S5,M2,L2,D,0,1,0
F,5,0,2,M1,S2,M1,L3,D,2,1,0
F,11,2,2,M2,S0,M1,L3,D,1,0.64,0
F,1,6,2,C,S2,M0,L2,B,0,52.67,1
F,3,10,2,M1,S1,M1,L2,D,0,302,9
F,2,8,2,M2,S2,M2,L2,B,0,10.33,0
F,1,8,2,M2,S1,M2,L2,D,0,561.73,14
F,14,14,2,C,S1,M1,L2,D,0,13.39,1
F,1,6,2,M2,S2,M1,L1,D,3,1,0
F,9,6,2,M1,S0,M1,L2,B,0,12.29,1
F,10,20,2,C,S3,M0,L1,D,0,8,0
F,14,14,2,M2,S1,M3,L2,B,0,9.97,1
F,15,14,2,M1,S2,M1,L1,B,0,9.82,1
P,3,2,2,H2,S5,M3,L2,D,0,2.52,0
F,8,10,2,M1,S1,M0,L2,D,0,25.27,1
F,11,4,2,M2,S1,M2,L2,D,1,8.87,0
F,14,20,2,C,S2,M0,L2,D,0,3.32,0
F,1,10,2,M1,S2,M2,L3,D,0,23.9,1
F,1,4,2,M2,S1,M2,L2,B,0,26.14,1
F,12,10,2,M1,S1,M1,L1,B,0,76.59,3
F,7,2,2,H1,S1,M2,L3,D,1,2.38,0
F,7,14,2,C,S2,M1,L2,B,0,29.34,1
F,14,10,1,M1,S1,M0,L2,B,0,0.93,0
F,8,0,2,M2,S2,M1,L2,D,1,1,0
F,1,0,2,H1,S3,M3,L2,B,4,1,0
F,11,20,2,M1,S2,M1,L1,B,0,52.14,1
F,1,8,2,M1,S2,M0,L3,D,0,2,0
F,11,8,2,M2,S1,M1,L2,D,0,11.74,0
F,13,14,2,C,S0,M0,L1,B,0,16.38,1
F,4,14,2,M1,S2,M0,L1,D,0,31.17,1
F,1,2,2,H2,S3,M3,L2,D,0,5.28,0
P,15,8,2,M2,S2,M2,L2,D,0,1,0
F,1,8,2,M1,S2,M2,L2,D,2,1.53,0
F,1,2,2,H1,S1,M2,L2,D,0,14.63,0
F,8,2,2,M1,S2,M1,L3,D,0,3.43,0
F,1,2,2,M2,S3,M1,L3,D,1,5.6,0
F,4,0,2,H2,S2,M3,L1,D,3,6,0
F,13,6,2,M1,S2,M1,L2,D,0,12.3,1
F,2,14,2,C,S2,M0,L2,D,0,5.9,0
F,8,4,2,M1,S1,M2,L2,B,0,9.29,0
F,2,6,2,H1,S3,M2,L2,D,0,7,0
F,1,6,2,H2,S2,M3,L1,D,0,7.8,0
F,5,14,2,M1,S5,M1,L1,B,0,0.28,0
P,2,8,2,M2,S5,M2,L2,D,1,2,0
F,11,10,2,M2,S1,M2,L3,D,0,11.24,0
F,11,0,2,M1,S0,M1,L2,D,1,2,0
F,13,6,2,M1,S1,M1,L1,D,1,1,0
F,9,4,2,M1,S2,M1,L3,D,0,7,0
F,10,6,2,H2,S1,M3,L1,D,0,1,0
F,7,6,2,H1,S2,M3,L2,D,1,2,0
F,2,6,3,M1,S2,M1,L2,D,0,4.34,0
F,8,6,2,M2,S1,M2,L2,D,2,1,0
F,5,2,2,H1,S1,M3,L2,D,1,3,0
F,13,10,2,M2,S2,M2,L2,D,0,19.69,1
P,2,14,2,M2,S5,M1,L2,D,1,0.72,0
F,3,14,2,C,S3,M1,L4,B,0,0.15,0
P,8,4,2,H2,S5,M3,L2,D,2,2,0
F,1,8,2,H1,S1,M3,L1,D,1,1,0
F,9,14,2,M1,S1,M1,L1,B,1,3,0
F,7,8,2,M1,S2,M1,L3,D,0,2,0
F,10,10,2,H1,S1,M3,L3,D,0,1,0
F,3,10,2,M1,S1,M1,L2,B,1,1,0
F,6,4,2,M1,S2,M2,L3,D,0,1.4,0
F,3,2,2,M2,S3,M2,L2,B,2,1,0
F,1,0,2,M1,S5,M2,L1,B,0,2.34,0
P,1,2,2,H2,S5,M3,L1,D,2,4,0
P,4,0,2,M1,S2,M1,L1,D,0,3,0
P,13,2,2,M2,S0,M2,L3,D,2,1,0
F,14,14,2,M2,S2,M1,L3,D,0,0.45,0
F,9,20,2,M1,S3,M1,L4,B,0,1,0
P,15,4,3,M2,S5,M2,L2,D,0,1,0
P,14,8,2,M2,S5,M2,L2,B,0,2.4,0
P,3,4,2,M1,S2,M1,L2,B,0,6.86,0
F,4,0,2,H2,S2,M3,L1,D,2,2.45,0
F,3,4,2,M2,S2,M2,L2,E,0,2,0
F,15,20,2,M1,S2,M0,L1,B,0,3,0
F,2,10,2,M2,S2,M1,L3,D,0,3,0
P,4,2,2,M2,S1,M2,L2,D,1,3,0
F,6,4,2,M1,S2,M0,L1,D,0,1,0
F,2,4,2,H1,S2,M3,L2,D,4,0.83,0
F,11,20,2,M1,S0,M0,L1,B,0,9.39,0
P,2,2,3,M2,S3,M2,L1,B,0,1,0
P,13,0,2,M2,S5,M1,L3,D,1,2,0
P,12,2,2,M1,S1,M1,L1,B,0,1.4,0
F,12,10,2,H1,S3,M2,L2,D,0,0.4,0
F,9,14,2,M1,S3,M1,L3,D,0,1,0
P,14,14,2,M1,S0,M1,L1,D,0,1.08,0
P,3,4,2,M1,S1,M2,L3,D,0,1,0
F,2,8,3,H1,S2,M2,L2,D,1,1,0
P,1,6,3,M2,S5,M2,L3,D,0,1.19,0
F,11,14,3,M1,S1,M1,L2,B,0,1.91,0
F,3,6,2,H2,S1,M3,L3,D,2,1,0
F,6,20,2,C,S2,M2,L1,B,0,3,0
P,1,6,2,H1,S5,M2,L2,D,2,1,0
F,4,0,2,M2,S2,M1,L2,B,1,2,0
F,2,20,2,M1,S3,M2,L2,B,0,1.75,0
F,6,8,2,M2,S1,M1,L4,D,0,2,0
F,5,6,2,C,S3,M0,L1,B,0,2,0
F,7,0,2,M2,S1,M2,L1,B,2,1,0
P,14,20,2,C,S5,M1,L4,D,0,1,0
P,4,14,2,M2,S5,M2,L2,D,0,1,0
P,1,0,2,H1,S5,M3,L1,D,2,2,0
F,4,14,2,C,S1,M0,L2,D,0,2.82,0
F,8,8,2,M2,S5,M2,L2,D,0,0.83,0
P,14,2,2,M1,S2,M1,L3,B,1,1,0
F,5,0,2,M2,S1,M2,L2,D,0,1,0
F,1,4,2,M1,S3,M0,L2,B,1,2,0
P,11,2,2,M1,S5,M2,L2,D,2,0.76,0
P,7,10,2,M1,S1,M2,L4,B,0,0.79,0
F,15,6,2,M2,S0,M2,L2,D,1,1,0
F,2,20,2,M1,S1,M0,L3,D,0,1,0
F,12,14,2,H2,S1,M3,L2,D,0,0.5,0
F,1,8,2,M2,S3,M2,L4,D,1,1,0
P,14,14,1,M1,S5,M1,L2,D,0,1,0
F,14,6,3,M2,S1,M1,L3,D,0,0.7,0
F,10,0,2,M2,S2,M2,L2,D,0,2,0
P,1,2,3,M2,S2,M1,L2,D,0,2,0
F,10,10,2,C,S2,M0,L1,E,0,1,0
F,1,2,2,H2,S2,M3,L2,B,1,1,0
F,1,6,3,H2,S2,M2,L2,D,0,2,0
F,2,10,2,M1,S2,M1,L2,D,1,2,0
F,1,14,3,M1,S2,M2,L3,B,0,1,0
F,2,10,2,M2,S1,M2,L2,B,1,1,0
F,1,2,3,H1,S1,M2,L2,D,1,3.87,0
F,3,0,2,M1,S2,M0,L1,B,0,2,0
F,12,8,2,M1,S1,M0,L1,B,0,1,0
F,2,4,3,M1,S3,M1,L2,B,0,1,0
F,9,8,2,M2,S1,M1,L1,D,1,1,0
P,11,6,2,M1,S1,M1,L2,D,0,1,0
F,1,20,3,H1,S2,M1,L2,D,0,1,0
P,12,2,2,H2,S5,M2,L2,D,4,0.79,0
F,11,4,2,H2,S2,M2,L3,D,1,1,0
F,5,6,2,M2,S1,M1,L2,B,0,1,0
P,1,0,2,M2,S1,M2,L2,B,4,1,0
F,6,6,2,H1,S2,M2,L3,D,0,1,0
F,15,14,2,M1,S2,M0,L2,B,0,0.72,0
F,5,6,2,H1,S2,M2,L3,D,0,1,0
P,12,2,2,M1,S2,M1,L2,D,0,1,0
F,4,0,2,M1,S2,M2,L1,B,1,2,0
F,3,20,2,M2,S3,M1,L2,D,0,1,0
P,5,10,2,M1,S1,M1,L2,B,0,1,0
F,1,10,2,M1,S3,M1,L1,B,0,4492.77,118
F,1,8,2,M1,S2,M1,L2,D,0,1422.15,38
F,2,2,3,M2,S1,M2,L2,B,0,1,0
F,14,4,2,H1,S0,M3,L2,D,1,0.73,0
F,1,20,3,M2,S2,M1,L1,D,0,13.71,0
P,7,0,2,M1,S1,M1,L2,D,0,2,0
F,1,14,2,M2,S1,M2,L1,D,0,106.09,2
F,1,2,2,M2,S2,M2,L2,D,2,128.21,3
F,4,0,2,H1,S1,M2,L1,D,2,1.97,0
F,9,6,2,M1,S1,M1,L1,B,0,43.51,1
F,1,20,2,C,S2,M0,L1,D,0,84.8,1
P,1,2,2,M2,S5,M2,L2,D,0,12.16,0
F,11,4,2,H2,S2,M3,L2,B,3,1,0
F,1,14,2,M2,S3,M2,L1,D,1,9.63,0
F,8,6,2,H1,S2,M2,L2,D,0,3.64,0
P,2,0,2,M1,S2,M1,L2,B,0,10,0
F,1,2,2,H1,S1,M3,L3,D,0,5.16,0
F,1,4,2,C,S3,M1,L1,B,0,72.17,2
F,6,20,2,M1,S1,M0,L2,D,0,1.08,0
P,9,10,2,M1,S5,M1,L1,D,0,1,0
F,2,10,2,M1,S1,M0,L2,D,0,32.73,1
F,3,4,2,M2,S2,M2,L3,D,0,26.52,1
F,3,8,3,M1,S2,M2,L2,B,0,5,0
F,4,6,2,M1,S2,M2,L2,D,0,13.85,1
F,3,10,2,M1,S2,M1,L4,B,0,7.37,0
F,7,2,2,M1,S2,M1,L2,D,0,18.08,1
P,1,0,2,M2,S3,M2,L1,D,2,3,0
F,11,4,2,M2,S1,M2,L1,D,0,7.18,0
F,1,14,3,M2,S2,M1,L3,D,0,5.13,0
F,6,14,2,M1,S3,M1,L2,D,0,24.98,1
F,2,2,2,M2,S1,M1,L1,D,1,4,0
F,13,0,2,C,S3,M0,L1,B,0,2,0
F,12,0,2,M1,S0,M1,L2,B,0,5,0
F,14,6,3,M2,S2,M2,L3,D,0,1.99,0
F,4,2,2,M2,S2,M2,L3,D,0,7.85,0
P,1,10,2,M1,S2,M1,L1,B,0,11,0
P,13,4,2,M2,S2,M2,L3,D,0,0.36,0
P,3,0,2,M1,S5,M1,L1,D,0,2.69,0
F,1,4,2,M2,S2,M2,L2,B,2,3,0
F,1,2,2,M2,S3,M2,L1,B,0,11.32,0
P,15,0,3,M2,S5,M2,L2,D,0,3,0
F,1,0,2,H1,S3,M2,L1,D,3,7,0
F,1,2,2,H1,S1,M3,L1,D,1,5.4,0
F,13,2,2,C,S2,M1,L1,B,0,2,0
F,8,8,2,M1,S2,M1,L3,D,0,2.53,0
F,1,8,3,M1,S3,M1,L1,B,0,6.9,0
F,1,10,2,H2,S5,M3,L2,B,0,1.44,0
F,1,0,2,M2,S1,M1,L2,E,3,3,0
F,4,20,2,M1,S1,M2,L2,B,0,7.55,0
F,9,10,2,H1,S1,M3,L1,D,0,2,0
F,14,14,2,H1,S1,M2,L2,D,1,1.97,0
F,6,4,2,M2,S2,M2,L2,D,4,1,0
F,4,4,2,M1,S2,M0,L2,D,0,3.69,0
F,2,10,2,M2,S3,M2,L2,B,1,3,0
F,1,2,2,M1,S3,M2,L1,B,3,3,0
F,13,14,2,M1,S3,M0,L2,B,0,3.17,0
F,1,2,2,H1,S3,M2,L3,D,0,1,0
F,2,2,2,H1,S3,M3,L3,D,1,0.86,0
F,13,14,1,H2,S3,M3,L1,B,0,0.51,0
F,11,10,2,M2,S0,M2,L1,D,0,5.61,0
F,1,6,3,M2,S1,M2,L1,B,0,4,0
F,12,14,2,C,S3,M1,L2,B,0,2.89,0
F,13,6,2,M1,S3,M1,L3,D,0,0.36,0
P,5,8,2,M2,S5,M2,L4,D,0,1,0
F,11,14,2,M2,S0,M1,L2,D,1,2,0
P,9,2,2,M1,S2,M1,L2,D,1,1,0
F,15,4,2,M1,S1,M1,L2,D,0,6.9,1
F,14,2,3,M2,S1,M1,L3,D,2,0.42,0
F,3,2,2,M2,S1,M3,L2,D,1,1.1,0
F,11,0,2,H1,S3,M3,L1,D,2,1,0
P,11,10,2,C,S2,M0,L2,B,0,0.1,0
F,3,20,2,M2,S2,M2,L2,D,0,4.14,0
F,9,2,2,M2,S3,M2,L1,D,0,1,0
F,7,20,2,M1,S3,M0,L2,D,0,2,0
F,10,20,1,M2,S1,M3,L1,B,0,1.54,0
F,2,6,2,M2,S2,M1,L1,B,0,2,0
F,9,4,2,H1,S1,M3,L1,D,1,0.21,0
F,5,8,2,M1,S3,M2,L1,B,0,2,0
F,1,4,2,H1,S3,M2,L1,D,2,1.55,0
F,8,0,2,M1,S2,M2,L1,D,1,0.66,0
F,1,2,2,H1,S1,M3,L3,B,4,1,0
P,3,0,2,M1,S1,M1,L2,B,1,2,0
F,6,8,2,H2,S1,M3,L1,B,0,1,0
F,6,2,2,M2,S1,M2,L3,D,4,1.24,0
P,13,14,3,M2,S5,M1,L1,B,0,1,0
F,5,14,2,M2,S2,M2,L3,D,1,1,0
F,1,2,3,H1,S2,M2,L2,D,1,2,0
P,1,6,2,C,S5,M0,L2,B,0,3,0
F,4,20,2,M1,S2,M0,L3,D,0,1.33,0
F,7,10,3,M1,S1,M2,L2,B,0,0.37,0
F,3,6,2,M2,S2,M2,L1,D,1,1.55,0
P,1,14,2,H1,S5,M2,L1,D,0,1,0
F,14,6,2,H1,S0,M3,L2,D,1,2,0
F,3,6,2,M2,S2,M2,L3,D,1,1.39,0
P,6,4,2,M1,S2,M2,L1,D,0,1,0
F,10,0,2,M2,S2,M1,L1,D,0,1.76,0
F,12,20,2,C,S1,M1,L2,B,0,4.61,0
F,8,10,2,M1,S3,M0,L1,D,0,2,0
P,14,10,2,M1,S1,M2,L2,D,0,1.21,0
F,10,0,2,M1,S1,M2,L1,D,1,1.65,0
F,2,8,2,M1,S2,M1,L4,B,1,1,0
F,2,0,3,H1,S1,M2,L2,D,1,1,0
F,1,14,2,M2,S2,M3,L3,D,0,1,0
P,4,8,2,H2,S5,M3,L2,D,2,1,0
P,14,8,2,H2,S5,M3,L4,D,0,1,0
F,14,2,2,M2,S3,M1,L2,D,0,2.05,0
F,14,20,2,M2,S2,M0,L1,D,1,1,0
P,1,2,2,M2,S5,M3,L3,D,1,2,0
F,5,0,2,H2,S3,M3,L2,B,4,1,0
P,13,0,2,H1,S5,M2,L2,D,3,1,0
P,3,6,2,M2,S2,M2,L2,D,0,1,0
P,3,0,2,M2,S2,M2,L1,B,1,1,0
F,13,10,2,C,S2,M0,L1,D,0,1,0
F,10,4,2,H1,S0,M1,L3,D,1,0.2,0
F,5,20,3,C,S2,M1,L2,D,0,1,0
F,10,4,2,M2,S1,M3,L3,D,1,1,0
F,5,4,2,H1,S1,M2,L2,D,3,1,0
F,5,10,2,H2,S2,M3,L2,B,2,1,0
P,1,8,3,H2,S5,M2,L2,D,0,1,0
F,4,2,2,M2,S1,M1,L1,D,0,1,0
F,15,20,2,M1,S3,M0,L2,B,0,1,0
F,14,10,2,H2,S5,M3,L2,D,0,1.57,0
F,1,8,2,H1,S2,M2,L1,B,1,1.37,0
F,3,8,2,M2,S1,M3,L1,B,0,1,0
F,1,6,2,H1,S1,M2,L1,D,3,1,0
F,14,2,2,M1,S1,M1,L1,D,1,1,0
F,3,0,2,M2,S1,M2,L1,D,5,1,0
F,5,2,2,M2,S2,M1,L3,D,2,0.47,0
F,12,10,2,M2,S2,M2,L2,D,1,1,0
P,10,0,2,M1,S5,M2,L3,B,0,0.86,0
P,10,0,2,M1,S5,M1,L1,B,0,0.82,0
F,9,14,2,H1,S3,M2,L2,D,0,1,0
F,8,20,2,C,S2,M3,L1,D,0,0.9,0
F,1,2,2,M2,S2,M1,L3,B,0,0.74,0
F,1,0,2,H1,S0,M3,L2,B,1,1,0
P,7,0,3,H1,S5,M2,L1,D,3,1,0
F,1,0,3,H2,S5,M3,L3,D,4,1,0
F,14,10,2,H1,S3,M2,L1,D,0,1,0
F,12,10,2,M1,S0,M0,L4,D,0,1,0
P,1,2,2,H2,S5,M3,L2,B,5,1,0
P,4,4,2,M2,S5,M2,L3,D,0,2,0
P,13,6,2,H1,S0,M2,L2,D,0,1,0
F,10,6,2,M2,S1,M2,L1,D,1,1,0
P,13,6,2,H1,S5,M2,L2,D,3,0.98,0
F,2,20,2,H1,S2,M3,L1,B,0,1,0
P,1,0,2,H2,S2,M3,L2,D,5,1,0
F,1,2,1,M1,S2,M1,L2,B,0,1,0
F,2,0,2,H2,S5,M3,L2,D,5,1,0
F,3,0,2,H1,S1,M1,L2,D,3,1,0
F,8,0,2,M1,S1,M1,L2,D,3,1,0
F,14,20,3,M2,S1,M1,L1,D,0,1.55,0
P,6,0,2,H2,S5,M3,L2,D,2,1,0
F,4,2,2,M2,S2,M2,L4,D,1,0.34,0
P,14,2,2,M1,S0,M1,L2,B,0,0.76,0
P,15,10,2,H2,S5,M3,L3,D,0,1,0
F,1,2,3,M2,S1,M2,L2,D,0,27.33,1
F,1,14,3,H1,S2,M2,L2,D,0,13.22,0
F,13,8,2,M1,S1,M1,L2,D,0,33.12,2
F,4,14,2,M1,S3,M1,L1,B,0,203.33,8
F,5,14,2,M1,S2,M1,L2,B,0,134.97,5
F,1,6,2,M2,S2,M1,L2,D,0,412.5,10
F,11,14,2,M1,S0,M1,L2,D,0,72.06,4
F,3,8,2,M2,S1,M2,L2,B,1,2,0
F,1,4,2,M1,S1,M1,L3,D,0,145.83,4
F,7,6,2,H1,S1,M2,L3,D,1,1,0
F,1,0,2,M2,S1,M1,L2,D,3,8,0
F,12,14,2,M1,S0,M1,L2,D,0,69.2,5
F,1,4,2,M2,S2,M1,L1,D,0,92.8,2
F,10,0,2,M1,S3,M1,L1,B,0,8,0
F,2,8,2,M1,S2,M1,L1,B,0,195.59,4
F,1,6,2,M2,S1,M2,L1,D,2,3,0
F,14,0,2,M2,S3,M2,L2,D,1,0.69,0
F,3,2,2,M1,S2,M2,L1,B,0,3,0
F,9,10,2,M2,S2,M1,L1,D,0,2.17,0
F,13,8,2,M1,S0,M1,L2,D,0,14.52,1
F,12,14,2,M1,S1,M1,L2,D,0,90.43,5
F,5,0,2,H1,S1,M1,L1,D,1,1.56,0
F,14,6,2,H1,S1,M2,L2,D,0,8.54,0
F,5,6,2,C,S1,M0,L2,B,0,3,0
F,5,10,2,M1,S1,M1,L2,D,1,1,0
F,1,0,2,H2,S2,M3,L2,B,2,2.5,0
F,7,0,3,M2,S1,M2,L1,D,0,3,0
F,1,14,2,M2,S2,M1,L2,D,1,20.79,1
F,4,10,2,M1,S2,M0,L2,D,0,28.09,1
F,5,2,2,M2,S1,M2,L2,D,3,5,0
F,8,14,2,C,S1,M1,L1,B,0,45.14,1
F,1,2,3,M1,S5,M2,L3,D,0,1,0
F,1,20,2,C,S1,M1,L4,B,0,0.41,0
F,1,10,2,H1,S1,M2,L1,D,0,19.32,0
F,11,14,3,M2,S3,M2,L2,D,0,0.46,0
F,7,2,2,M2,S1,M1,L1,D,3,1,0
F,4,0,2,H2,S2,M3,L1,D,1,1,0
F,5,20,2,C,S1,M0,L2,B,0,12.55,0
